Date,Pluie (mm),ETP (mm),Débit (m3/s),Débit (mm/j)
2007-09-03,0.4,2,0.026227894,0.071037
2007-09-04,0,2.3,0.02366169,0.064087
2007-09-05,0,2.9,0.020860995,0.056501
2007-09-06,0,2.6,0.018108102,0.049045
2007-09-07,0,3.2,0.016514815,0.044730
2007-09-08,0,3.9,0.015772569,0.042719
2007-09-09,0,3.6,0.014891319,0.040333
2007-09-10,3.6,1.4,0.014829167,0.040164
2007-09-11,6.4,1.1,0.022264815,0.060303
2007-09-12,0.4,2.6,0.026608333,0.072068
2007-09-13,0,3.8,0.023343981,0.063226
2007-09-14,15.2,2.5,0.05269919,0.142734
2007-09-15,0.1,3,0.043742708,0.118476
2007-09-16,0,1.8,0.033142014,0.089764
2007-09-17,7.7,2.4,0.045472106,0.123160
2007-09-18,0,3.5,0.033409954,0.090490
2007-09-19,0,2.3,0.026121412,0.070749
2007-09-20,1.4,2.7,0.02219919,0.060126
2007-09-21,0,3.4,0.020338657,0.055087
2007-09-22,0,3.8,0.017470486,0.047318
2007-09-23,0,3.9,0.014910301,0.040384
2007-09-24,0,3.2,0.012965278,0.035116
2007-09-25,0,4.3,0.0088875,0.024071
2007-09-26,4.8,2.5,0.004580903,0.012407
2007-09-27,1.6,2.5,0.010235648,0.027723
2007-09-28,7,2.2,0.016028009,0.043411
2007-09-29,1.9,1.9,0.018283333,0.049520
2007-09-30,0.1,2.3,0.017652894,0.047812
2007-10-01,0,3.1,0.015966551,0.043245
2007-10-02,0.2,4.7,0.014170486,0.038380
2007-10-03,0,2.8,0.011363194,0.030777
2007-10-04,0.2,2.9,0.008560764,0.023187
2007-10-05,0,3.8,0.007777315,0.021065
2007-10-06,0,2.7,0.007155671,0.019381
2007-10-07,0,2.7,0.006604861,0.017889
2007-10-08,0,3.3,0.006499769,0.017604
2007-10-09,0,4,0.00610544,0.016536
2007-10-10,0,5.4,0.005805324,0.015724
2007-10-11,4.6,2,0.00615787,0.016678
2007-10-12,7,2.8,0.008516551,0.023067
2007-10-13,0.6,2.2,0.011222801,0.030397
2007-10-14,0,3.7,0.010583565,0.028665
2007-10-15,0,5.5,0.008694676,0.023549
2007-10-16,0,3.3,0.006157755,0.016678
2007-10-17,0,4.6,0.004298264,0.011642
2007-10-18,0,4.7,0.003684954,0.009981
2007-10-19,0,4,0.002835764,0.007681
2007-10-20,0,5.9,0.002625926,0.007112
2007-10-21,0,5.3,0.002694907,0.007299
2007-10-22,0.6,1.7,0.00413044,0.011187
2007-10-23,14.8,1.5,0.00807419,0.021869
2007-10-24,0,2.8,0.010796528,0.029242
2007-10-25,0,3.1,0.008494676,0.023008
2007-10-26,0,4.6,0.007090856,0.019205
2007-10-27,0,4,0.006124884,0.016589
2007-10-28,9,3.2,0.00616169,0.016689
2007-10-29,2.4,3.1,0.005972801,0.016177
2007-10-30,0,3.1,0.005894097,0.015964
2007-10-31,0,1.8,0.004573264,0.012387
2007-11-01,1,2.5,0.006737963,0.018250
2007-11-02,4.6,1.5,0.011288194,0.030574
2007-11-03,14.3,1.8,0.029211111,0.079117
2007-11-04,2.1,2,0.038859259,0.105249
2007-11-05,2.1,3.6,0.024701852,0.066904
2007-11-06,0,3.9,0.01627963,0.044093
2007-11-07,0,4.3,0.009708912,0.026296
2007-11-08,0,4.7,0.006204861,0.016806
2007-11-09,0,5.5,0.005251505,0.014224
2007-11-10,0,5.4,0.003820718,0.010348
2007-11-11,0,5.7,0.002280324,0.006176
2007-11-12,0,5.7,0.001556481,0.004216
2007-11-13,0,6.3,0.001657523,0.004489
2007-11-14,0,6.1,0.001521065,0.004120
2007-11-15,0,6.6,0.001177894,0.003190
2007-11-16,0,7.2,0.00103287,0.002797
2007-11-17,0,5.1,0.000986343,0.002671
2007-11-18,0,6.1,0.000980093,0.002655
2007-11-19,0,7.3,0.000951389,0.002577
2007-11-20,0,3.6,0.000952546,0.002580
2007-11-21,2.4,3.8,0.001181713,0.003201
2007-11-22,0,4.5,0.001213773,0.003287
2007-11-23,0,4.2,0.001518171,0.004112
2007-11-24,0,5,0.001593171,0.004315
2007-11-25,0,4.8,0.001832407,0.004963
2007-11-26,0,5.1,0.001859491,0.005036
2007-11-27,0,6.2,0.001715509,0.004646
2007-11-28,0,6.1,0.001785301,0.004835
2007-11-29,0,5.9,0.001614352,0.004372
2007-11-30,0,5.3,0.001573264,0.004261
2007-12-01,0,6.4,0.001001157,0.002712
2007-12-02,0,4,0.000935185,0.002533
2007-12-03,0,3.5,0.000926852,0.002510
2007-12-04,0,3.7,0.000908102,0.002460
2007-12-05,0,5.6,0.000905787,0.002453
2007-12-06,0,5.8,0.000896181,0.002427
2007-12-07,0,4.5,0.000891551,0.002415
2007-12-08,0,5.5,0.000887616,0.002404
2007-12-09,0,4,0.000892245,0.002417
2007-12-10,0,4.3,0.000914005,0.002476
2007-12-11,0,4.6,0.000911806,0.002470
2007-12-12,0,5.6,0.000890278,0.002411
2007-12-13,0,5.6,0.000883449,0.002393
2007-12-14,0,6.6,0.000877083,0.002376
2007-12-15,1.4,2,0.000886111,0.002400
2007-12-16,0.6,4.3,0.000890278,0.002411
2007-12-17,0,4.9,0.000878935,0.002381
2007-12-18,0.8,3.6,0.000872801,0.002364
2007-12-19,4.4,5.5,0.000878356,0.002379
2007-12-20,0,5.9,0.00086713,0.002349
2007-12-21,3,2.9,0.001286227,0.003484
2007-12-22,40.6,3.4,0.001433681,0.003883
2007-12-23,1,2.5,0.000931134,0.002522
2007-12-24,0,3,0.000929514,0.002518
2007-12-25,0,5.3,0.000910301,0.002466
2007-12-26,0,6.3,0.00089838,0.002433
2007-12-27,0,7.1,0.00089213,0.002416
2007-12-28,0,7.9,0.000895949,0.002427
2007-12-29,0,8.3,0.000882523,0.002390
2007-12-30,0,8.2,0.000871991,0.002362
2007-12-31,0,7.7,0.000870602,0.002358
2008-01-01,0,8.1,0.000878704,0.002380
2008-01-02,0,5.3,0.000893171,0.002419
2008-01-03,0,5.6,0.000923958,0.002503
2008-01-04,0,7.4,0.000929282,0.002517
2008-01-05,0,7.6,0.000885764,0.002399
2008-01-06,0,5,0.00091794,0.002486
2008-01-07,0,5.2,0.000902431,0.002444
2008-01-08,0,5.1,0.00086169,0.002334
2008-01-09,0,7,0.000862616,0.002336
2008-01-10,0,8.5,0.000873032,0.002365
2008-01-11,0,5.4,0.000897222,0.002430
2008-01-12,0,5.2,0.000872685,0.002364
2008-01-13,1,4,0.000871875,0.002361
2008-01-14,0,5.7,0.000867824,0.002350
2008-01-15,0,7,0.000867361,0.002349
2008-01-16,0,4.8,0.000858102,0.002324
2008-01-17,0,4.8,0.000863657,0.002339
2008-01-18,0,5.5,0.00085162,0.002307
2008-01-19,0,4.7,0.000861806,0.002334
2008-01-20,0,3.1,0.000885532,0.002398
2008-01-21,0,4.9,0.000887153,0.002403
2008-01-22,0,4.7,0.000838542,0.002271
2008-01-23,0,5.5,0.000833218,0.002257
2008-01-24,6.6,5,0.000842361,0.002282
2008-01-25,0,6.2,0.000848611,0.002298
2008-01-26,0,6.3,0.000842245,0.002281
2008-01-27,0,4.9,0.00083125,0.002251
2008-01-28,0,5.5,0.000837963,0.002270
2008-01-29,0,5.5,0.000829282,0.002246
2008-01-30,0,5.8,0.000820833,0.002223
2008-01-31,0.8,4.8,0.000817708,0.002215
2008-02-01,0,6,0.000833565,0.002258
2008-02-02,0,6.4,0.000870718,0.002358
2008-02-03,0,4.2,0.000824537,0.002233
2008-02-04,0,5.9,0.000822106,0.002227
2008-02-05,0,2.5,0.00083287,0.002256
2008-02-06,1.4,1.8,0.000844329,0.002287
2008-02-07,0.6,2.8,0.000854282,0.002314
2008-02-08,1.2,2.6,0.000846644,0.002293
2008-02-09,0,4.1,0.000850694,0.002304
2008-02-10,0,4.4,0.000845486,0.002290
2008-02-11,0,5.5,0.000828356,0.002244
2008-02-12,0,4.2,0.000832986,0.002256
2008-02-13,0,4.4,0.000843519,0.002285
2008-02-14,0,4.6,0.000842245,0.002281
2008-02-15,0,5.9,0.000846759,0.002293
2008-02-16,0,6.9,0.000831134,0.002251
2008-02-17,0,6.9,0.00082662,0.002239
2008-02-18,0,7.3,0.000821181,0.002224
2008-02-19,0,6.9,0.000800579,0.002168
2008-02-20,2.8,1.5,0.00083206,0.002254
2008-02-21,0.4,4.6,0.000805671,0.002182
2008-02-22,0.4,2.7,0.000830093,0.002248
2008-02-23,0,2.9,0.000832523,0.002255
2008-02-24,0,2.8,0.000829745,0.002247
2008-02-25,0,4.1,0.000824074,0.002232
2008-02-26,0,4.7,0.000831019,0.002251
2008-02-27,0,3.8,0.000826852,0.002239
2008-02-28,0,3.6,0.000831366,0.002252
2008-02-29,0,3.2,0.000848495,0.002298
2008-03-01,0,4.8,0.000846065,0.002292
2008-03-02,0,5.9,0.000885764,0.002399
2008-03-03,0,6.5,0.000951852,0.002578
2008-03-04,0,6.4,0.001082755,0.002933
2008-03-05,0,6.6,0.000821759,0.002226
2008-03-06,0,6.8,0.000813889,0.002204
2008-03-07,0,6.5,0.000780208,0.002113
2008-03-08,0,6.9,0.000794792,0.002153
2008-03-09,0,7,0.000776273,0.002103
2008-03-10,0,6.9,0.000774421,0.002097
2008-03-11,0,4.8,0.000770486,0.002087
2008-03-12,0,6.1,0.000773495,0.002095
2008-03-13,0,6.8,0.000776736,0.002104
2008-03-14,0,6.2,0.000776042,0.002102
2008-03-15,0,5,0.000830903,0.002250
2008-03-16,0,6.6,0.000840625,0.002277
2008-03-17,0,6.6,0.000818981,0.002218
2008-03-18,0,3.3,0.000825,0.002234
2008-03-19,0,3.7,0.000860417,0.002330
2008-03-20,0,2.6,0.000855208,0.002316
2008-03-21,0.5,3,0.000857755,0.002323
2008-03-22,0,3.7,0.000855671,0.002318
2008-03-23,0,4.4,0.000855208,0.002316
2008-03-24,0,4.4,0.000854282,0.002314
2008-03-25,1.7,2.3,0.000902083,0.002443
2008-03-26,6.2,2.3,0.000921181,0.002495
2008-03-27,1.4,1.8,0.000889931,0.002410
2008-03-28,0.2,2.7,0.000886574,0.002401
2008-03-29,4.1,1.8,0.000893519,0.002420
2008-03-30,0.4,1.7,0.000886227,0.002400
2008-03-31,2,2.3,0.000880787,0.002386
2008-04-01,0,3.3,0.000859144,0.002327
2008-04-02,13,1.4,0.000943866,0.002556
2008-04-03,13.2,1.7,0.00096412,0.002611
2008-04-04,0.8,1.5,0.000915509,0.002480
2008-04-05,0.4,2.6,0.000887731,0.002404
2008-04-06,0,3.2,0.000873843,0.002367
2008-04-07,0,3.6,0.000853704,0.002312
2008-04-08,0,4.2,0.000853588,0.002312
2008-04-09,0.6,3.3,0.000852662,0.002309
2008-04-10,0,2.9,0.000860417,0.002330
2008-04-11,0,1.6,0.000859375,0.002328
2008-04-12,4.2,1.9,0.000866782,0.002348
2008-04-13,0,1.5,0.000860648,0.002331
2008-04-14,0,1.9,0.000855324,0.002317
2008-04-15,0,2.2,0.000850347,0.002303
2008-04-16,0,2.4,0.000847685,0.002296
2008-04-17,0,2.1,0.000846759,0.002293
2008-04-18,0,2.8,0.000845949,0.002291
2008-04-19,0,3,0.000846875,0.002294
2008-04-20,0,3.2,0.000842708,0.002282
2008-04-21,0,3,0.000843403,0.002284
2008-04-22,0,3.1,0.000833333,0.002257
2008-04-23,0,3.4,0.000834606,0.002261
2008-04-24,0,3.6,0.000834838,0.002261
2008-04-25,0,2.2,0.000839699,0.002274
2008-04-26,5.2,0.9,0.000865741,0.002345
2008-04-27,16.7,1.3,0.000927083,0.002511
2008-04-28,5.9,1.3,0.000898958,0.002435
2008-04-29,0.8,1.6,0.000886227,0.002400
2008-04-30,0,0.8,0.000883449,0.002393
2008-05-01,1.2,1.3,0.000883565,0.002393
2008-05-02,1.4,1.4,0.000889583,0.002409
2008-05-03,0,1.8,0.000886227,0.002400
2008-05-04,0,2.1,0.000878935,0.002381
2008-05-05,0,1.1,0.00088588,0.002399
2008-05-06,0.4,1,0.000892477,0.002417
2008-05-07,4,1.6,0.000894792,0.002424
2008-05-08,0,1.5,0.000890972,0.002413
2008-05-09,0,1.4,0.000891435,0.002414
2008-05-10,0,1.5,0.000891204,0.002414
2008-05-11,0,1.5,0.0008875,0.002404
2008-05-12,0,2,0.00088044,0.002385
2008-05-13,0,2.3,0.000878009,0.002378
2008-05-14,0,2.6,0.000877662,0.002377
2008-05-15,0,2.2,0.000875231,0.002371
2008-05-16,0.2,0.9,0.002155208,0.005837
2008-05-17,47.4,1.1,0.001704398,0.004616
2008-05-18,10.5,0.9,0.001397569,0.003785
2008-05-19,0.7,0.7,0.000958565,0.002596
2008-05-20,3,0.9,0.000967245,0.002620
2008-05-21,5.4,0.8,0.000995139,0.002695
2008-05-22,0,1.2,0.000932986,0.002527
2008-05-23,0,1.4,0.000927315,0.002512
2008-05-24,0,1.7,0.000927083,0.002511
2008-05-25,0.5,1.8,0.000926736,0.002510
2008-05-26,0.1,0.7,0.000934491,0.002531
2008-05-27,5.6,0.6,0.000934606,0.002531
2008-05-28,0,1.1,0.000927315,0.002512
2008-05-29,0,1.8,0.000926968,0.002511
2008-05-30,0,1.9,0.000926968,0.002511
2008-05-31,0,1.2,0.000926736,0.002510
2008-06-01,0,1.6,0.000926505,0.002509
2008-06-02,0,1.7,0.000926273,0.002509
2008-06-03,0,1.5,0.000925694,0.002507
2008-06-04,0,1,0.000927083,0.002511
2008-06-05,2.8,0.4,0.000927315,0.002512
2008-06-06,0.2,0.8,0.000927315,0.002512
2008-06-07,0,0.7,0.000927083,0.002511
2008-06-08,0,0.7,0.000927431,0.002512
2008-06-09,9,0.9,0.000954398,0.002585
2008-06-10,0,1,0.000935532,0.002534
2008-06-11,10.8,0.9,0.000953356,0.002582
2008-06-12,0,1.1,0.00103287,0.002797
2008-06-13,13,1,0.001220718,0.003306
2008-06-14,0.8,0.4,0.000946759,0.002564
2008-06-15,0,1.4,0.00093206,0.002524
2008-06-16,0,1.2,0.001181944,0.003201
2008-06-17,0,1.4,0.00265081,0.007180
2008-06-18,0,1.1,0.002585185,0.007002
2008-06-19,9,0.7,0.002675347,0.007246
2008-06-20,0,0.6,0.00248669,0.006735
2008-06-21,1.8,0.6,0.003007523,0.008146
2008-06-22,1.7,0.6,0.003492477,0.009459
2008-06-23,0.7,0.6,0.003801157,0.010295
2008-06-24,0,1.1,0.003783796,0.010248
2008-06-25,0,1.1,0.003478704,0.009422
2008-06-26,2.4,1.4,0.003714931,0.010062
2008-06-27,0,0.8,0.003162153,0.008565
2008-06-28,0,1.5,0.003759028,0.010181
2008-06-29,0,1.7,0.003626505,0.009822
2008-06-30,9,0.9,0.00755463,0.020461
2008-07-01,9.4,0.6,0.022205208,0.060142
2008-07-02,4.8,0.9,0.027037037,0.073229
2008-07-03,0,0.9,0.019080903,0.051680
2008-07-04,0,1,0.014074074,0.038119
2008-07-05,0,1.2,0.010643403,0.028827
2008-07-06,0,1,0.008402894,0.022759
2008-07-07,17.2,0.5,0.051362037,0.139112
2008-07-08,11.8,0.6,0.113818634,0.308274
2008-07-09,4.8,0.5,0.055786458,0.151096
2008-07-10,9.8,1,0.098875116,0.267800
2008-07-11,1,0.8,0.053948843,0.146118
2008-07-12,0,1.1,0.031044907,0.084084
2008-07-13,0,1,0.021695486,0.058761
2008-07-14,14.2,0.5,0.07682037,0.208065
2008-07-15,21,0.7,0.322845255,0.874415
2008-07-16,1.8,0.7,0.144284838,0.390790
2008-07-17,1,0.9,0.080355556,0.217640
2008-07-18,4,1,0.082726157,0.224061
2008-07-19,2.1,1.5,0.083498611,0.226153
2008-07-20,3.1,0.7,0.075180324,0.203623
2008-07-21,7.8,0.6,0.172697222,0.467744
2008-07-22,0,0.8,0.090083565,0.243988
2008-07-23,0,1.1,0.055864931,0.151308
2008-07-24,0,1.2,0.042867245,0.116104
2008-07-25,0,1.6,0.035387731,0.095846
2008-07-26,5.3,0.9,0.038303704,0.103744
2008-07-27,2.8,0.9,0.055620023,0.150645
2008-07-28,1.3,1.1,0.041520949,0.112458
2008-07-29,0,1.1,0.034125694,0.092428
2008-07-30,6.4,1,0.045943287,0.124436
2008-07-31,1,1.4,0.058128241,0.157438
2008-08-01,19.4,1,0.718062616,1.944847
2008-08-02,7.1,0.8,0.274515394,0.743515
2008-08-03,0.7,1.7,0.149369213,0.404561
2008-08-04,10,0.9,0.257974421,0.698714
2008-08-05,2.2,0.8,0.193652546,0.524501
2008-08-06,0.8,0.7,0.273795602,0.741566
2008-08-07,10,1.1,0.369159375,0.999855
2008-08-08,5,0.8,0.298438079,0.808309
2008-08-09,3.7,0.6,0.423934259,1.148211
2008-08-10,13,0.9,0.505019907,1.367828
2008-08-11,4.5,1.1,0.284802199,0.771376
2008-08-12,3,1.1,0.253178704,0.685725
2008-08-13,4.4,1.2,0.261189699,0.707423
2008-08-14,2.2,0.7,0.171694097,0.465027
2008-08-15,1.8,0.9,0.154019097,0.417155
2008-08-16,7.8,1.1,0.38101331,1.031961
2008-08-17,4.3,1.1,0.280926505,0.760879
2008-08-18,1.1,1.1,0.174737269,0.473270
2008-08-19,0,1.3,0.112553819,0.304848
2008-08-20,0,2.1,0.083028588,0.224880
2008-08-21,4,1,0.093372106,0.252895
2008-08-22,4.2,1.2,0.192332407,0.520925
2008-08-23,2,1,0.146569213,0.396977
2008-08-24,0,1.4,0.099358218,0.269108
2008-08-25,0,1.8,0.079271528,0.214704
2008-08-26,0,2.3,0.062564468,0.169454
2008-08-27,0,1.6,0.052087847,0.141078
2008-08-28,0,1.8,0.045699769,0.123776
2008-08-29,0,1.8,0.041430787,0.112214
2008-08-30,4.5,1.1,0.047764699,0.129369
2008-08-31,12.9,1.5,0.216384606,0.586070
2008-09-01,2,1.5,0.162917708,0.441257
2008-09-02,6,1.6,0.162051273,0.438910
2008-09-03,0,1.6,0.108739699,0.294518
2008-09-04,0,2.1,0.074066898,0.200608
2008-09-05,0,2.5,0.057629051,0.156086
2008-09-06,0,2.5,0.048731481,0.131987
2008-09-07,0,1.9,0.044011574,0.119204
2008-09-08,7.6,2.4,0.10781713,0.292019
2008-09-09,0,2.5,0.057075463,0.154587
2008-09-10,0,2.8,0.043897222,0.118894
2008-09-11,0.4,3.1,0.037492477,0.101547
2008-09-12,0,2.5,0.03301875,0.089430
2008-09-13,0,3.9,0.028586227,0.077425
2008-09-14,6.8,2.3,0.030087153,0.081490
2008-09-15,4.8,1.4,0.079458681,0.215211
2008-09-16,0.4,1.9,0.058818634,0.159308
2008-09-17,0,2.9,0.038582755,0.104500
2008-09-18,0,3.9,0.030012616,0.081288
2008-09-19,0,2.7,0.024216088,0.065588
2008-09-20,0,2.5,0.020292708,0.054962
2008-09-21,0,3.2,0.017754398,0.048087
2008-09-22,0,1.3,0.01855544,0.050257
2008-09-23,8.6,2.1,0.029013426,0.078582
2008-09-24,0.2,2.3,0.027660069,0.074916
2008-09-25,0,3.9,0.022906481,0.062041
2008-09-26,0,5,0.018485764,0.050068
2008-09-27,0,5.4,0.01472338,0.039878
2008-09-28,0,2.2,0.011759144,0.031849
2008-09-29,1.2,3,0.011284375,0.030563
2008-09-30,0,3.3,0.009797454,0.026536
2008-10-01,0,4.5,0.008654861,0.023441
2008-10-02,0.4,3.6,0.007988079,0.021635
2008-10-03,0,1.7,0.008448727,0.022883
2008-10-04,1.8,3.4,0.008740509,0.023673
2008-10-05,0,3.8,0.00884213,0.023949
2008-10-06,1.3,2.3,0.008441667,0.022864
2008-10-07,0.3,1.9,0.008210532,0.022238
2008-10-08,0.2,2.5,0.00846412,0.022925
2008-10-09,1,3.4,0.008089931,0.021911
2008-10-10,0,4.3,0.007451852,0.020183
2008-10-11,0,4.6,0.006250463,0.016929
2008-10-12,0,5.3,0.005234144,0.014176
2008-10-13,0.4,3.1,0.004706366,0.012747
2008-10-14,0,2.8,0.004497685,0.012182
2008-10-15,0,3.4,0.004378125,0.011858
2008-10-16,0,4.1,0.00427037,0.011566
2008-10-17,0,5.5,0.00392662,0.010635
2008-10-18,0,6,0.00369456,0.010007
2008-10-19,0,2.2,0.003543403,0.009597
2008-10-20,0,3.5,0.003359144,0.009098
2008-10-21,0,3.5,0.003227199,0.008741
2008-10-22,0,3.9,0.003197685,0.008661
2008-10-23,0,3.8,0.003192477,0.008647
2008-10-24,0,6.2,0.00305787,0.008282
2008-10-25,0,5.2,0.002936574,0.007954
2008-10-26,0,3.3,0.002917245,0.007901
2008-10-27,7,2.8,0.003152894,0.008539
2008-10-28,0,4,0.003240972,0.008778
2008-10-29,0,3.5,0.003046181,0.008250
2008-10-30,0,5.8,0.003059838,0.008287
2008-10-31,0,2.1,0.002941667,0.007967
2008-11-01,0,4.3,0.003009259,0.008150
2008-11-02,0.8,2.8,0.003075,0.008329
2008-11-03,0.4,3.5,0.002982523,0.008078
2008-11-04,0,4.5,0.002833681,0.007675
2008-11-05,1.2,3.4,0.002787269,0.007549
2008-11-06,0,5.2,0.002653009,0.007186
2008-11-07,1.8,2.5,0.002635995,0.007139
2008-11-08,4.2,2.5,0.002635995,0.007139
2008-11-09,0,3.5,0.002608333,0.007065
2008-11-10,0,4.8,0.001697569,0.004598
2008-11-11,0,6.2,0.000956713,0.002591
2008-11-12,0,6.9,0.000942824,0.002554
2008-11-13,0,5.6,0.000935995,0.002535
2008-11-14,0,3.8,0.000927662,0.002513
2008-11-15,0,4.1,0.000913542,0.002474
2008-11-16,0,3.7,0.000910648,0.002466
2008-11-17,0,5.3,0.00090787,0.002459
2008-11-18,1,2.1,0.000916551,0.002482
2008-11-19,0.4,2.9,0.00092662,0.002510
2008-11-20,0,3.4,0.000910532,0.002466
2008-11-21,0,2.1,0.000914931,0.002478
2008-11-22,3.4,3.1,0.000927199,0.002511
2008-11-23,0.8,4.1,0.000903935,0.002448
2008-11-24,0,5,0.00089456,0.002423
2008-11-25,0,5.6,0.000878935,0.002381
2008-11-26,0,5.5,0.000874769,0.002369
2008-11-27,0,3.8,0.000883796,0.002394
2008-11-28,2.4,2.4,0.000908912,0.002462
2008-11-29,0,4.1,0.000902431,0.002444
2008-11-30,0,4.4,0.002022917,0.005479
2008-12-01,0,4.1,0.002835764,0.007681
2008-12-02,0,3.7,0.001884491,0.005104
2008-12-03,0,4.6,0.002115972,0.005731
2008-12-04,0,3.2,0.010732639,0.029069
2008-12-05,3,3.7,0.016927083,0.045846
2008-12-06,0,3.1,0.014137731,0.038292
2008-12-07,0,4.2,0.023600463,0.063921
2008-12-08,0,5.9,0.003751273,0.010160
2008-12-09,0,3.8,0.010112153,0.027388
2008-12-10,0.6,4.7,0.023695833,0.064179
2008-12-11,0,4.8,0.017318171,0.046906
2008-12-12,7.6,1.6,0.040565509,0.109870
2008-12-13,24.8,2,0.001175694,0.003184
2008-12-14,1,3.3,0.000928819,0.002516
2008-12-15,0,4.6,0.000905787,0.002453
2008-12-16,0,4.4,0.000896875,0.002429
2008-12-17,0,4.3,0.000900694,0.002439
2008-12-18,0.4,3.6,0.000907986,0.002459
2008-12-19,0,4.6,0.000895833,0.002426
2008-12-20,0,6.2,0.000873958,0.002367
2008-12-21,0,6.5,0.000869444,0.002355
2008-12-22,0,3.4,0.000871759,0.002361
2008-12-23,0,4.4,0.000874884,0.002370
2008-12-24,0,5.7,0.000866551,0.002347
2008-12-25,0,4.2,0.000860301,0.002330
2008-12-26,0,6.5,0.000858102,0.002324
2008-12-27,0,4.8,0.000855671,0.002318
2008-12-28,0,2.9,0.000867593,0.002350
2008-12-29,0,4.5,0.000861574,0.002334
2008-12-30,1,3.2,0.000866435,0.002347
2008-12-31,0.6,4.3,0.000858912,0.002326
2009-01-01,0,4.4,0.000848032,0.002297
2009-01-02,0,5.1,0.000841898,0.002280
2009-01-03,0,6,0.000845139,0.002289
2009-01-04,0,6.6,0.000847454,0.002295
2009-01-05,0,6.9,0.000841551,0.002279
2009-01-06,0,7.2,0.000840162,0.002276
2009-01-07,0.4,4.3,0.000841435,0.002279
2009-01-08,0,4.6,0.000842245,0.002281
2009-01-09,0,4.6,0.000842708,0.002282
2009-01-10,0,5.5,0.000847917,0.002297
2009-01-11,0,5.2,0.000853588,0.002312
2009-01-12,0,6.8,0.000860069,0.002329
2009-01-13,0,8.5,0.000870833,0.002359
2009-01-14,0,5.9,0.00086794,0.002351
2009-01-15,0,5.1,0.000856829,0.002321
2009-01-16,0,5.2,0.000848611,0.002298
2009-01-17,0,5.4,0.000843519,0.002285
2009-01-18,0,7,0.000838194,0.002270
2009-01-19,0,8,0.000834144,0.002259
2009-01-20,0,7.8,0.000830208,0.002249
2009-01-21,0,6,0.000834954,0.002261
2009-01-22,0,4.9,0.000880903,0.002386
2009-01-23,0,5,0.000908912,0.002462
2009-01-24,0,5.4,0.000926505,0.002509
2009-01-25,0,6.4,0.000910764,0.002467
2009-01-26,0,6.6,0.000921875,0.002497
2009-01-27,0,8.2,0.000915046,0.002478
2009-01-28,0,8.9,0.000920023,0.002492
2009-01-29,0,8.5,0.000904167,0.002449
2009-01-30,0,8.4,0.000898843,0.002434
2009-01-31,0,7.4,0.000890509,0.002412
2009-02-01,0,6.5,0.000909375,0.002463
2009-02-02,0,6.3,0.000936921,0.002538
2009-02-03,0,5.7,0.00094375,0.002556
2009-02-04,0,6.5,0.000934606,0.002531
2009-02-05,0,6.3,0.000931019,0.002522
2009-02-06,0,7.9,0.000954282,0.002585
2009-02-07,0,8.1,0.000965046,0.002614
2009-02-08,0,3.4,0.000958333,0.002596
2009-02-09,0,4.4,0.000927431,0.002512
2009-02-10,0,3.5,0.000849421,0.002301
2009-02-11,0,3.2,0.000852894,0.002310
2009-02-12,0,4,0.000870602,0.002358
2009-02-13,0,5.2,0.000877662,0.002377
2009-02-14,0,5.9,0.000893056,0.002419
2009-02-15,0,4.6,0.000940394,0.002547
2009-02-16,0,5.2,0.00100463,0.002721
2009-02-17,0,6.5,0.001128241,0.003056
2009-02-18,0,6.3,0.001377199,0.003730
2009-02-19,0,5.8,0.001411921,0.003824
2009-02-20,0,3.6,0.001019097,0.002760
2009-02-21,0,4.2,0.001189815,0.003223
2009-02-22,0,5.4,0.001297917,0.003515
2009-02-23,0,5.7,0.001336921,0.003621
2009-02-24,0,4.6,0.001181713,0.003201
2009-02-25,0,5.8,0.00130162,0.003525
2009-02-26,0,6.5,0.001147454,0.003108
2009-02-27,0,6.6,0.001151157,0.003118
2009-02-28,0,4.4,0.001057407,0.002864
2009-03-01,0,3.2,0.000927662,0.002513
2009-03-02,0,3.5,0.001065741,0.002887
2009-03-03,1,1.8,0.001602546,0.004340
2009-03-04,1.6,3.1,0.001031597,0.002794
2009-03-05,33.8,2.2,0.00097662,0.002645
2009-03-06,2.8,2.3,0.000971991,0.002633
2009-03-07,0,2.6,0.001012384,0.002742
2009-03-08,0,4,0.000998264,0.002704
2009-03-09,0,4.1,0.000973495,0.002637
2009-03-10,0,3.8,0.000935069,0.002533
2009-03-11,0,3.9,0.000906713,0.002456
2009-03-12,0,4.2,0.000890856,0.002413
2009-03-13,0,5.2,0.000879861,0.002383
2009-03-14,1.3,2.7,0.000876505,0.002374
2009-03-15,0,2.5,0.000875116,0.002370
2009-03-16,1.3,2.1,0.000875,0.002370
2009-03-17,0.6,3.4,0.000873958,0.002367
2009-03-18,0,3.6,0.000874769,0.002369
2009-03-19,0,4.5,0.000874306,0.002368
2009-03-20,0,4.6,0.000874306,0.002368
2009-03-21,0,5.2,0.000874769,0.002369
2009-03-22,0,3.4,0.000873148,0.002365
2009-03-23,0,3.6,0.000870139,0.002357
2009-03-24,0.2,2,0.000871296,0.002360
2009-03-25,2,3.6,0.000874884,0.002370
2009-03-26,0,3.2,0.000870718,0.002358
2009-03-27,0,3.8,0.000863426,0.002339
2009-03-28,0,4.4,0.000850347,0.002303
2009-03-29,0,5.1,0.000855093,0.002316
